,@publicID,preferredOriginID,author,region,originID,orig_time,mag,lat,lon,z,lat_e,lon_e,z_e,min_dis,phasecount,stationcount,mag_e,t_e
3460,texnet2022vefb,Origin/20221109185155.507662.350055,daniel,Western Texas,Origin/20221109185155.507662.350055,2022-10-29 03:21:22.563537+00:00,0.6128875738,31.6788063,-104.4168167,4.164352894,2.044940646,1.823296455,2.049434198,0.0260154698,12.0,6.0,0.1152852808,0.2167589404
3461,texnet2022vefe,Origin/20221109185156.729641.352135,daniel,Western Texas,Origin/20221109185156.729641.352135,2022-10-29 03:24:24.163587+00:00,0.448053856,31.72624397,-104.5065155,8.640593529,2.878743264,2.319217411,6.482396571,0.02021140605,7.0,4.0,0.08257461326,0.6169312241
3462,texnet2022upwy,Origin/20221108192811.285813.48473,daniel,Western Texas,Origin/20221108192811.285813.48473,2022-10-21 07:20:56.395913+00:00,1.199577177,31.47534752,-103.8554688,32.27817535,4.284468283,5.789957284,5.954094435,0.1050364152,13.0,9.0,0.3308103997,0.8200024936
3463,texnet2022upxa,Origin/20221108192814.153187.55732,daniel,Western Texas,Origin/20221108192814.153187.55732,2022-10-21 07:22:40.346473+00:00,0.533975362,31.72391319,-104.1828308,3.916473627,2.162293079,1.313687922,1.807759037,0.04337941855,16.0,8.0,0.1336513572,0.2355036925
3464,texnet2022upxh,Origin/20221108192822.653641.69533,daniel,Western Texas,Origin/20221108192822.653641.69533,2022-10-21 07:31:01.271825+00:00,0.5184398782,31.65361977,-104.2312393,3.870960951,4.521578866,3.653702329,3.712256524,0.03385739028,7.0,4.0,0.2313860411,0.1906281882
3465,texnet2022upxl,Origin/20221108192829.765933.86366,daniel,Western Texas,Origin/20221108192829.765933.86366,2022-10-21 07:36:04.131002+00:00,0.2234205913,31.68462372,-104.4902115,6.211143017,2.214571928,1.88488883,5.027251366,0.01830241457,10.0,5.0,0.1333436184,0.6800395728
3466,texnet2022upxo,Origin/20221108192829.776137.86456,daniel,Western Texas,Origin/20221108192829.776137.86456,2022-10-21 07:39:00.570748+00:00,0.6297527784,31.63935089,-104.2167587,4.553179741,3.066463941,2.455438483,2.245646928,0.05216473341,11.0,6.0,0.2236369636,0.2252542387
3467,texnet2022upxt,Origin/20221108192837.097701.101670,daniel,Western Texas,Origin/20221108192837.097701.101670,2022-10-21 07:45:32.281858+00:00,0.8559347389,31.57904243,-104.1754456,5.0,12.03431373,7.763882908,fixed,0.2320180833,8.0,5.0,0.09482918467,0.6601457027
3468,texnet2022upxv,Origin/20221108192841.342991.106782,daniel,Western Texas,Origin/20221108192841.342991.106782,2022-10-21 07:47:07.716571+00:00,0.8484835528,31.61351967,-104.0731888,4.702438354,1.379392889,1.443401001,1.670870328,0.06982346624,21.0,12.0,0.1365313424,0.4401252519
3469,texnet2022upyb,Origin/20221108192853.831928.130365,daniel,Western Texas,Origin/20221108192853.831928.130365,2022-10-21 07:55:04.539898+00:00,0.5692272772,31.68121147,-104.4869766,4.921379089,1.971559246,1.989360404,2.186034884,0.01718724519,10.0,5.0,0.1493956929,0.1318628459
3470,texnet2022upye,Origin/20221108192854.265279.131174,daniel,Western Texas,Origin/20221108192854.265279.131174,2022-10-21 07:57:53.874292+00:00,0.7523060665,31.56142807,-104.1548538,5.0,13.56946803,6.49733386,fixed,0.0900285393,7.0,5.0,0.2473420479,0.727059441
3471,texnet2022upyh,Origin/20221108192856.505515.136765,daniel,Western Texas,Origin/20221108192856.505515.136765,2022-10-21 08:02:06.605268+00:00,1.212688206,31.66268539,-104.13974,22.55542564,4.992861038,2.146494261,6.198435051,0.08804671466,10.0,8.0,0.5413282255,0.7386871883
3472,texnet2022upym,Origin/20221108192902.818561.148817,daniel,Western Texas,Origin/20221108192902.818561.148817,2022-10-21 08:06:57.030307+00:00,0.3633752507,31.6841011,-104.249382,5.0,8.484863717,5.956549353,fixed,0.01815530844,7.0,4.0,0.2271182973,1.148105147
3473,texnet2022upys,Origin/20221108192905.08117.152569,daniel,Western Texas,Origin/20221108192905.08117.152569,2022-10-21 08:14:51.139961+00:00,0.9538818205,31.73158073,-104.3461304,5.0,7.273014503,2.480655693,fixed,0.1558876038,7.0,4.0,0.4348657027,1.094206825
3474,texnet2022upyu,Origin/20221108192905.315276.153214,daniel,Western Texas,Origin/20221108192905.315276.153214,2022-10-21 08:16:19.351628+00:00,0.3437300863,31.70112419,-104.4786835,5.635908127,1.982789194,1.503573056,4.20075349,0.03746196255,14.0,7.0,0.1619853408,0.7780281999
3475,texnet2022upyv,Origin/20221108192905.392028.153482,daniel,Western Texas,Origin/20221108192905.392028.153482,2022-10-21 08:17:38.291409+00:00,0.8322099231,31.4577713,-103.9930267,5.0,6.556211238,3.891185061,fixed,0.08118009567,7.0,5.0,0.4086761491,0.8395374798
3476,texnet2022upyw,Origin/20221108192908.140284.158643,daniel,Western Texas,Origin/20221108192908.140284.158643,2022-10-21 08:18:47.355027+00:00,0.4979844103,31.65130615,-104.2196503,7.553347111,3.921252684,3.533241318,6.416234716,0.04358307272,7.0,4.0,0.2521714284,0.3426986649
3477,texnet2022upyy,Origin/20221108192914.266865.168586,daniel,Western Texas,Origin/20221108192914.266865.168586,2022-10-21 08:21:52.673461+00:00,0.393688816,31.67839813,-104.4033432,3.950883865,2.121362265,2.186407089,2.111957128,0.03299487382,12.0,5.0,0.1724561595,0.05443470104
3478,texnet2022upzc,Origin/20221108192925.513751.182748,daniel,Western Texas,Origin/20221108192925.513751.182748,2022-10-21 08:26:28.268636+00:00,0.2169589826,31.68067169,-104.4111633,2.250521183,2.561663887,2.494578587,2.506545368,0.0302065108,8.0,4.0,0.1388144517,0.5501483545
3479,texnet2022upzb,Origin/20221108192925.860325.183154,daniel,Western Texas,Origin/20221108192925.860325.183154,2022-10-21 08:25:03.684598+00:00,1.330562422,31.61415863,-104.121376,2.573393106,1.517752187,1.475288447,1.588170101,0.09469296783,22.0,13.0,0.2304296356,0.6764033568
3480,texnet2022upzj,Origin/20221108192934.334603.198239,daniel,Western Texas,Origin/20221108192934.334603.198239,2022-10-21 08:34:31.515889+00:00,0.03629720115,31.67729759,-104.4615555,4.639463902,2.803391521,3.966377691,4.063347831,0.03281462938,6.0,4.0,0.05848274266,0.06064882603
3481,texnet2022upzm,Origin/20221108192934.565614.198874,daniel,Western Texas,Origin/20221108192934.565614.198874,2022-10-21 08:37:45.109573+00:00,0.359654186,31.68172455,-104.488472,4.940660954,1.93424462,2.023249673,2.185112986,0.01673681103,10.0,5.0,0.2290368898,0.1410865284
3482,texnet2022upzn,Origin/20221108192943.148794.212511,daniel,Western Texas,Origin/20221108192943.148794.212511,2022-10-21 08:38:45.603101+00:00,0.6377678972,31.56916809,-104.2017899,5.0,3.814137342,2.849557501,fixed,0.1154714748,10.0,6.0,0.08993709779,0.682597858
3483,texnet2022uqad,Origin/20221108192958.800786.238210,daniel,Western Texas,Origin/20221108192958.800786.238210,2022-10-21 08:57:49.131204+00:00,0.4573477031,31.6053772,-104.2691345,3.445964098,3.118931333,2.548288526,2.845618336,0.06615132093,7.0,4.0,0.069939285,0.2192015178
3484,texnet2022uqah,Origin/20221108193000.008612.241120,daniel,Western Texas,Origin/20221108193000.008612.241120,2022-10-21 09:02:05.651298+00:00,0.3317695222,31.67837906,-104.4025269,4.469966888,2.692417968,2.086163798,2.478629516,0.03350160643,10.0,6.0,0.1419550766,0.1867029734
3485,texnet2022uqal,Origin/20221108193000.484608.241990,daniel,Western Texas,Origin/20221108193000.484608.241990,2022-10-21 09:07:17.045794+00:00,0.7389323189,31.6011467,-104.275322,4.131811619,2.41303535,2.309329876,2.32064406,0.0708303228,12.0,6.0,0.2745052512,0.3390476238
3486,texnet2022uqao,Origin/20221108193000.591636.242262,daniel,Western Texas,Origin/20221108193000.591636.242262,2022-10-21 09:10:38.206039+00:00,0.1262281156,31.67712784,-104.4644699,4.252075195,2.532497522,1.948582976,2.437445029,0.03208692744,8.0,4.0,0.04631426251,0.1453300054
3487,texnet2022uqat,Origin/20221108193005.549124.253217,daniel,Western Texas,Origin/20221108193005.549124.253217,2022-10-21 09:16:14.464053+00:00,0.4626996848,31.68440247,-104.3717041,17.12944221,3.66113125,1.835879516,4.678707167,0.05862630531,11.0,8.0,0.2956281137,0.8586708263
3488,texnet2022uqav,Origin/20221108193006.064863.255002,daniel,Western Texas,Origin/20221108193006.064863.255002,2022-10-21 09:18:56.442835+00:00,1.194461794,31.6384697,-104.2340622,5.446401119,1.993734081,1.011281512,3.498313225,0.04224468768,32.0,17.0,0.2291382602,0.5517749278
3489,texnet2022uqay,Origin/20221108193006.658875.258321,daniel,Western Texas,Origin/20221108193006.658875.258321,2022-10-21 09:22:09.227489+00:00,0.2176216482,31.66895866,-104.3829346,4.10835743,3.174320575,2.261339752,2.71101542,0.04375809059,8.0,5.0,0.2823378072,0.2210074768
3490,texnet2022uqbc,Origin/20221108193013.950795.270770,daniel,Western Texas,Origin/20221108193013.950795.270770,2022-10-21 09:26:53.802827+00:00,1.075419791,31.68302727,-104.3839798,3.778720856,1.793683743,1.0442884,1.527890471,0.0489346534,23.0,11.0,0.1735950997,0.463710096
3491,texnet2022uqbj,Origin/20221108193037.876324.311737,daniel,Western Texas,Origin/20221108193037.876324.311737,2022-10-21 09:34:52.627836+00:00,1.581182694,31.64931297,-104.2334747,4.118963718,1.679277592,0.9503658883,1.342571052,0.03483100608,32.0,17.0,0.2015056384,0.1984628185
3492,texnet2022uqbl,Origin/20221108193042.522441.324736,daniel,Western Texas,Origin/20221108193042.522441.324736,2022-10-21 09:37:25.980514+00:00,0.5026219288,31.64793777,-104.565239,4.303404331,11.29055529,13.14863536,6.924738238,0.05872288719,12.0,6.0,0.2723887965,0.1233175638
3493,texnet2022uqbq,Origin/20221108193052.259357.340527,daniel,Western Texas,Origin/20221108193052.259357.340527,2022-10-21 09:43:02.110773+00:00,0.8047818093,31.68910408,-104.3632431,4.360260963,2.032889072,1.286500037,1.921453848,0.06720686704,16.0,10.0,0.31072779,0.1441856844
3494,texnet2022uqbz,Origin/20221108193053.105789.342912,daniel,Western Texas,Origin/20221108193053.105789.342912,2022-10-21 09:53:08.286412+00:00,0.8615541875,31.63364029,-104.3862686,4.500420094,4.427009325,1.575580093,2.148913189,0.045039244,16.0,8.0,0.2005052652,0.4241474447
3495,texnet2022uqce,Origin/20221108193109.354278.373623,daniel,Western Texas,Origin/20221108193109.354278.373623,2022-10-21 09:59:15.586701+00:00,1.244813707,31.65039062,-104.2328186,4.119999886,1.914103293,1.185740221,1.567855887,0.03459529206,25.0,13.0,0.1708323626,0.2891295755
3496,texnet2022uqci,Origin/20221108193109.795358.375091,daniel,Western Texas,Origin/20221108193109.795358.375091,2022-10-21 10:03:51.126728+00:00,1.454073207,31.48844528,-103.7305908,5.0,18.86321694,12.98116993,fixed,0.491227895,6.0,4.0,0.1260552349,0.1457914229
3497,texnet2022uqcj,Origin/20221108193112.482388.380777,daniel,Western Texas,Origin/20221108193112.482388.380777,2022-10-21 10:05:24.794134+00:00,0.4164123764,31.68505096,-104.4188843,3.264093399,1.697568105,1.493444582,1.907586302,0.03088233247,15.0,9.0,0.07978687123,0.4758935183
3498,texnet2022uqcl,Origin/20221108193112.416433.380604,daniel,Western Texas,Origin/20221108193112.416433.380604,2022-10-21 10:07:08.641835+00:00,0.3820418148,31.67261314,-104.4808426,4.755694866,2.461700709,1.85463238,2.206756737,0.01744716428,10.0,5.0,0.2062872055,0.1242888907
3499,texnet2022uqco,Origin/20221108193112.875584.381760,daniel,Western Texas,Origin/20221108193112.875584.381760,2022-10-21 10:11:23.387686+00:00,0.4887705214,31.68672943,-104.3141479,20.9078846,4.231157608,2.686608277,7.379336359,0.04460402951,6.0,4.0,0.2718952537,1.146935596
3500,texnet2022uqcq,Origin/20221108193418.93951.48483,daniel,Western Texas,Origin/20221108193418.93951.48483,2022-10-21 10:13:53.828280+00:00,1.049605667,31.74189377,-104.5551834,5.0,6.987967913,7.510843957,fixed,0.2564793229,6.0,4.0,0.3416179672,0.9909780003
3501,texnet2022ulcz,Origin/20221108163102.33677.48863,daniel,Western Texas,Origin/20221108163102.33677.48863,2022-10-18 16:42:37.697829+00:00,0.6805615713,31.68281937,-104.4920197,4.792310238,3.205517131,3.331580289,3.431674251,0.01598446257,11.0,7.0,0.1806633104,0.172746796
3502,texnet2022uldd,Origin/20221108163102.709594.50131,daniel,Western Texas,Origin/20221108163102.709594.50131,2022-10-18 16:47:58.397678+00:00,0.7794627724,31.68231583,-104.4238052,4.505372524,1.621469551,1.607325313,1.905382303,0.02697708644,15.0,8.0,0.344195203,0.2314418119
3503,texnet2022uldh,Origin/20221108163104.977075.55380,daniel,Western Texas,Origin/20221108163104.977075.55380,2022-10-18 16:52:39.055514+00:00,0.6716823748,31.584589,-104.2962646,5.0,15.57631772,5.660242516,fixed,0.09080848843,13.0,7.0,0.1161861797,0.7329176163
3504,texnet2022uldj,Origin/20221108163105.104274.55867,daniel,Western Texas,Origin/20221108163105.104274.55867,2022-10-18 16:54:19.950353+00:00,0.5593997099,31.73518562,-104.3109589,26.9551239,6.436565739,3.114601229,7.391496474,0.05229819193,8.0,5.0,0.3437019549,0.7436272832
3505,texnet2022uldl,Origin/20221108163108.978365.63437,daniel,Western Texas,Origin/20221108163108.978365.63437,2022-10-18 16:57:34.837139+00:00,0.5744087805,31.6841774,-104.4325714,3.956976175,1.835346338,1.497707204,1.882035788,0.02790942974,14.0,7.0,0.2493932628,0.134236093
3506,texnet2022ulds,Origin/20221108163120.39746.86270,daniel,Western Texas,Origin/20221108163120.39746.86270,2022-10-18 17:05:27.394771+00:00,0.2143334516,31.66941261,-104.4680634,9.672808647,3.778655873,2.861385118,7.689487604,0.02789891697,7.0,4.0,0.125185008,0.964079346
3507,texnet2022uldt,Origin/20221108163120.490977.86758,daniel,Western Texas,Origin/20221108163120.490977.86758,2022-10-18 17:06:23.919285+00:00,0.7662507634,31.6022892,-104.3323822,1.135744929,2.487552075,1.469943434,1.991653909,0.08995659649,16.0,9.0,0.2342867174,0.8211973703
3508,texnet2022uldy,Origin/20221108163121.828055.89914,daniel,Western Texas,Origin/20221108163121.828055.89914,2022-10-18 17:11:47.149395+00:00,1.281512001,31.64240456,-104.4065552,5.696427345,2.487323858,1.429974303,3.955605916,0.02570638619,22.0,11.0,0.27772482,0.4851001104
3509,texnet2022uleb,Origin/20221108163128.520602.100172,daniel,Western Texas,Origin/20221108163128.520602.100172,2022-10-18 17:16:02.899203+00:00,0.8771396683,31.66890335,-104.4098358,3.235379934,1.929673168,1.331117871,1.757706906,0.0227791965,18.0,10.0,0.1962151913,0.5118768245
3510,texnet2022uleh,Origin/20221108163134.045467.108753,daniel,Western Texas,Origin/20221108163134.045467.108753,2022-10-18 17:22:24.295643+00:00,0.6255651621,31.50367928,-104.4456787,2.824926138,16.7562135,4.300489203,7.328906573,0.1524888426,12.0,7.0,0.1300376927,0.9502185425
3511,texnet2022ulel,Origin/20221108163137.908166.117439,daniel,Western Texas,Origin/20221108163137.908166.117439,2022-10-18 17:27:09.340348+00:00,1.343674068,31.68449211,-104.4310074,3.817244291,1.501155885,1.257019599,1.595309075,0.02823282778,21.0,11.0,0.2457422348,0.1707269636
3512,texnet2022ulem,Origin/20221108163137.94437.117632,daniel,Western Texas,Origin/20221108163137.94437.117632,2022-10-18 17:28:16.247236+00:00,0.2414158823,31.67646217,-104.4828873,6.216801643,2.982892052,2.166458731,6.137069333,0.0171263665,8.0,5.0,0.112344786,0.1285510351
3513,texnet2022uleo,Origin/20221108163138.268216.118804,daniel,Western Texas,Origin/20221108163138.268216.118804,2022-10-18 17:31:27.811680+00:00,0.2524889134,31.67034721,-104.5518951,5.667710781,8.594615546,12.18476594,12.74968584,0.05198314413,9.0,4.0,0.1210986333,0.4622769897
3514,texnet2022ules,Origin/20221108163141.742843.126161,daniel,Western Texas,Origin/20221108163141.742843.126161,2022-10-18 17:35:09.777889+00:00,1.362234828,31.62611389,-104.009552,3.946470022,1.535201443,1.671093838,1.559806027,0.03797016293,22.0,12.0,0.162765706,0.5412317792
3515,texnet2022ulet,Origin/20221108163141.814592.126580,daniel,Western Texas,Origin/20221108163141.814592.126580,2022-10-18 17:37:06.188537+00:00,0.2942856445,31.59812355,-104.4555588,3.07887125,9.891814777,4.239138468,4.6022184,0.06126816571,9.0,5.0,0.2066502106,0.6522461359
3516,texnet2022ulev,Origin/20221108163143.244718.130911,daniel,Western Texas,Origin/20221108163143.244718.130911,2022-10-18 17:38:50.072423+00:00,1.360691999,31.68389893,-104.4222488,4.234442234,1.693345295,1.289681719,1.596675283,0.02885924652,20.0,11.0,0.2143724208,0.2406380832
3517,texnet2022ulew,Origin/20221108163145.840662.134553,daniel,Western Texas,Origin/20221108163145.840662.134553,2022-10-18 17:40:02.343072+00:00,0.9855693709,31.65563393,-104.2265091,2.737865448,2.850910269,3.231888557,3.466664555,0.03641484305,8.0,5.0,0.5402273029,0.4924483779
3518,texnet2022ulfc,Origin/20221108163148.089233.138386,daniel,Western Texas,Origin/20221108163148.089233.138386,2022-10-18 17:47:23.768679+00:00,0.4987028034,31.63092804,-104.2332611,0.926687181,18.46217397,18.14473686,8.791689278,0.04873144999,7.0,5.0,0.1119801598,1.013218413
3519,texnet2022ulfb,Origin/20221108163148.150351.138586,daniel,Western Texas,Origin/20221108163148.150351.138586,2022-10-18 17:46:28.664373+00:00,0.4505239499,31.67637444,-104.416954,7.791379929,2.240062917,2.170487983,5.353591334,0.02388124354,11.0,6.0,0.1524400656,0.656552218
3520,texnet2022ulff,Origin/20221108163152.340436.144117,daniel,Western Texas,Origin/20221108163152.340436.144117,2022-10-18 17:50:51.870379+00:00,1.021605262,31.56559563,-104.1667557,2.44281292,2.315920594,1.505017868,1.760346616,0.100964576,21.0,11.0,0.2079921675,0.5330394109
3521,texnet2022ulfj,Origin/20221108163152.578794.144705,daniel,Western Texas,Origin/20221108163152.578794.144705,2022-10-18 17:54:54.600323+00:00,0.1287357067,31.6860466,-104.4599228,5.272639275,2.046574811,2.023011269,4.994084292,0.03810287267,10.0,5.0,0.1137288182,0.4342305692
3522,texnet2022ulfo,Origin/20221108163153.573828.146671,daniel,Western Texas,Origin/20221108163153.573828.146671,2022-10-18 18:00:53.756571+00:00,0.144624664,31.71526718,-104.4887238,3.883806467,2.610380059,2.057366079,2.361136177,0.03398020566,9.0,4.0,0.0604220187,0.3083256188
3523,texnet2022ulfw,Origin/20221108163153.680348.146986,daniel,Western Texas,Origin/20221108163153.680348.146986,2022-10-18 18:10:52.887272+00:00,0.120195667,31.67563057,-104.396759,4.330486774,3.281112523,2.575057361,2.565807534,0.03578091413,8.0,4.0,0.136163926,0.1630654249
3524,texnet2022ulfx,Origin/20221108163155.347226.151881,daniel,Western Texas,Origin/20221108163155.347226.151881,2022-10-18 18:11:32.336786+00:00,0.1548671496,31.67974091,-104.4379883,4.050329208,2.064988802,2.644805398,2.463872993,0.02402588166,8.0,4.0,0.07859354931,0.272649289
3525,texnet2022ulga,Origin/20221108163155.849448.153249,daniel,Western Texas,Origin/20221108163155.849448.153249,2022-10-18 18:15:49.814134+00:00,1.064349926,31.73033333,-104.1759491,5.0,10.48016337,9.209337091,fixed,0.07168685645,6.0,4.0,0.5479960923,0.5519704932
3526,texnet2022ulgb,Origin/20221108163155.948107.153594,daniel,Western Texas,Origin/20221108163155.948107.153594,2022-10-18 18:16:50.044226+00:00,1.051751488,31.68856621,-104.2995682,4.607999325,2.590958069,1.860104266,2.174463061,0.03403923661,10.0,6.0,0.3621338737,0.5872863246
3527,texnet2022ulge,Origin/20221108163157.001139.155736,daniel,Western Texas,Origin/20221108163157.001139.155736,2022-10-18 18:20:01.546563+00:00,1.035730726,31.65141487,-104.219635,4.218939304,2.155336269,1.226306816,1.664695154,0.0435442999,20.0,13.0,0.1513811591,0.2927447484
3528,texnet2022ulgh,Origin/20221108163158.585405.158183,daniel,Western Texas,Origin/20221108163158.585405.158183,2022-10-18 18:23:41.826381+00:00,0.5460715136,31.60479164,-104.2544785,16.00508499,16.50562722,9.898838676,16.52901705,0.06722671539,9.0,5.0,0.1340754956,1.349346901
3529,texnet2022ulgi,Origin/20221108163158.63366.158349,daniel,Western Texas,Origin/20221108163158.63366.158349,2022-10-18 18:24:51.404802+00:00,0.530840344,31.68443871,-104.4400482,4.367880821,1.91374534,2.501366242,2.221454423,0.02898404747,10.0,5.0,0.1751310127,0.03183864688
3530,texnet2022ulgk,Origin/20221108163158.69311.158515,daniel,Western Texas,Origin/20221108163158.69311.158515,2022-10-18 18:26:24.044322+00:00,0.2105744843,31.67929459,-104.4814682,4.79441452,2.117237386,1.906967778,2.19049445,0.01958783157,10.0,5.0,0.2084910495,0.1243660647
3531,texnet2022ulgm,Origin/20221108163159.029972.160033,daniel,Western Texas,Origin/20221108163159.029972.160033,2022-10-18 18:28:52.558150+00:00,1.67330033,31.65950203,-104.3130035,3.998013258,1.81385128,0.9386431083,1.346090496,0.04276278988,32.0,16.0,0.1632225272,0.2988727959
3532,texnet2022ulgq,Origin/20221108163159.946491.161987,daniel,Western Texas,Origin/20221108163159.946491.161987,2022-10-18 18:33:34.023292+00:00,0.532646575,31.60789299,-104.2631073,5.0,5.138921484,3.611230943,fixed,0.06356291473,11.0,7.0,0.2007087301,0.9067792044
3533,texnet2022ulgs,Origin/20221108163200.033924.162224,daniel,Western Texas,Origin/20221108163200.033924.162224,2022-10-18 18:35:46.311873+00:00,0.5899983696,31.69200134,-104.4040604,7.431213856,1.964199985,2.026947394,4.576551147,0.04224049672,14.0,7.0,0.1515925641,0.7532369753
3534,texnet2022ulgu,Origin/20221108163200.186742.162634,daniel,Western Texas,Origin/20221108163200.186742.162634,2022-10-18 18:38:20.937493+00:00,0.7449171882,31.48928261,-104.3619232,5.0,6.356881217,5.643713446,fixed,0.1768282205,9.0,6.0,0.1711029432,0.6877609463
3535,texnet2022ulgv,Origin/20221108163200.284071.162918,daniel,Western Texas,Origin/20221108163200.284071.162918,2022-10-18 18:39:14.198120+00:00,0.7731258082,31.69099808,-104.2916794,1.687794805,2.537379814,1.588987228,2.092705195,0.02990087681,12.0,6.0,0.3912740364,0.6513919811
3536,texnet2022ulgx,Origin/20221108163200.328574.163108,daniel,Western Texas,Origin/20221108163200.328574.163108,2022-10-18 18:41:49.939331+00:00,0.5606062703,31.64887047,-104.5929489,5.0,5.062535604,5.734629113,fixed,0.08103918284,9.0,6.0,0.3845269782,1.192236253
3537,texnet2022ulhb,Origin/20221108163200.380901.163271,daniel,Western Texas,Origin/20221108163200.380901.163271,2022-10-18 18:46:16.142551+00:00,0.257136256,31.72110558,-104.5083694,5.571624756,3.780961585,1.778660884,5.993774363,0.017287625,8.0,4.0,0.1481785135,0.07053968461
3538,texnet2022ulhc,Origin/20221108163200.428863.163588,daniel,Western Texas,Origin/20221108163200.428863.163588,2022-10-18 18:47:27.257051+00:00,0.8585338929,31.65799713,-104.3090134,3.011763573,1.881241899,1.260247048,1.670480235,0.03999592736,22.0,12.0,0.177325074,0.4950454748
3539,texnet2022ulhd,Origin/20221108163200.533403.164124,daniel,Western Texas,Origin/20221108163200.533403.164124,2022-10-18 18:48:40.000233+00:00,0.6453438047,31.63629341,-104.2386246,1.970381498,2.120443845,1.488961452,1.897930187,0.04175274447,17.0,9.0,0.1647172429,0.4173929719
3540,texnet2022ulhl,Origin/20221108163213.303404.187250,daniel,Western Texas,Origin/20221108163213.303404.187250,2022-10-18 18:57:55.468573+00:00,0.6752805994,31.61545563,-104.3898392,3.557509422,7.067478012,1.773892449,2.820991329,0.05425927415,13.0,7.0,0.1101454481,0.1586810461
3541,texnet2022ulhj,Origin/20221108163213.309479.187306,daniel,Western Texas,Origin/20221108163213.309479.187306,2022-10-18 18:55:39.537863+00:00,0.8463532728,31.67515945,-104.223381,1.86302042,3.045771003,1.853607272,2.325214384,0.08480227739,13.0,9.0,0.252636179,0.6944060965
3542,texnet2022ulho,Origin/20221108163214.21823.189207,daniel,Western Texas,Origin/20221108163214.21823.189207,2022-10-18 19:02:09.367586+00:00,0.9836106165,31.51257515,-104.2527847,3.206748486,3.528948278,3.784545723,2.842651826,0.1589083076,15.0,9.0,0.2158977466,0.9450494436
3543,texnet2022ulhn,Origin/20221108163214.318162.189718,daniel,Western Texas,Origin/20221108163214.318162.189718,2022-10-18 19:00:44.259166+00:00,0.346388085,31.75779533,-104.5056229,5.0,5.443199591,3.261644191,fixed,0.04375477508,8.0,4.0,0.1879395219,0.5587449821
3544,texnet2022ulhq,Origin/20221108163214.458139.190470,daniel,Western Texas,Origin/20221108163214.458139.190470,2022-10-18 19:04:22.783514+00:00,1.037083856,31.65626907,-104.3159714,4.563433647,2.29742477,1.079786099,1.590438094,0.04616348073,22.0,12.0,0.1985736521,0.2633577364
3545,texnet2022ulhr,Origin/20221108163214.567199.191024,daniel,Western Texas,Origin/20221108163214.567199.191024,2022-10-18 19:05:54.751337+00:00,1.072503577,31.61594009,-104.3063889,4.805881023,3.482829756,3.719266711,4.002941719,0.1144325137,7.0,5.0,0.5945136415,0.7709661711
3546,texnet2022ulhu,Origin/20221108163215.141699.192147,daniel,Western Texas,Origin/20221108163215.141699.192147,2022-10-18 19:08:53.389766+00:00,0.7858453845,31.80343819,-104.6771774,5.0,13.05505802,6.42937631,fixed,0.1524245888,6.0,4.0,0.320684895,1.05595643
3547,texnet2022ulhs,Origin/20221108163215.151723.192175,daniel,Western Texas,Origin/20221108163215.151723.192175,2022-10-18 19:06:15.210052+00:00,1.641998311,31.70352173,-104.2577667,5.0,3.633957549,2.734123785,fixed,0.1063775122,11.0,8.0,0.1396567842,0.6693820758
3548,texnet2022ulhv,Origin/20221108163215.203978.192423,daniel,Western Texas,Origin/20221108163215.203978.192423,2022-10-18 19:10:01.155612+00:00,0.7323206633,31.60484886,-104.1975098,2.985673428,6.934296014,3.862337528,3.7036193,0.08795907348,14.0,9.0,0.1042145516,0.2224455895
3549,texnet2022ulhw,Origin/20221108163216.569103.194518,daniel,Western Texas,Origin/20221108163216.569103.194518,2022-10-18 19:10:31.773341+00:00,0.8289135093,31.54783821,-104.1170807,1.376375675,2.703220079,1.780253081,2.064004176,0.05533722416,16.0,10.0,0.1419338686,0.6790264235
3550,texnet2022ulic,Origin/20221108163224.488834.209852,daniel,Western Texas,Origin/20221108163224.488834.209852,2022-10-18 19:18:12.986144+00:00,0.7577984316,31.63605881,-104.2030563,3.962000132,3.982029243,3.528562215,3.099017812,0.06355536729,10.0,7.0,0.175563514,0.6452719983
3551,texnet2022ulig,Origin/20221108163224.492727.209876,daniel,Western Texas,Origin/20221108163224.492727.209876,2022-10-18 19:22:21.449255+00:00,0.3651906256,31.65427017,-104.3637238,4.430456638,6.1855441,3.067541527,3.011323381,0.05828198791,7.0,4.0,0.1367110371,0.859480067
3552,texnet2022ulij,Origin/20221108163233.636324.224847,daniel,Western Texas,Origin/20221108163233.636324.224847,2022-10-18 19:25:55.869855+00:00,0.510976399,31.67007637,-104.2797318,26.99123955,4.431775982,2.092478238,5.651218263,0.01274069492,12.0,8.0,0.2091075851,0.9559298756
3553,texnet2022ulik,Origin/20221108163233.933301.225846,daniel,Western Texas,Origin/20221108163233.933301.225846,2022-10-18 19:26:57.707406+00:00,0.6066138636,31.63390923,-104.2086258,2.196368217,2.170918096,1.436516799,1.986847006,0.06097126007,15.0,9.0,0.130542985,0.7122415508
3554,texnet2022ulil,Origin/20221108163234.756635.228222,daniel,Western Texas,Origin/20221108163234.756635.228222,2022-10-18 19:28:37.049068+00:00,1.067224445,31.56289864,-104.1579132,4.15103817,2.112638873,1.691676728,1.795155042,0.09295725077,19.0,10.0,0.1734040454,0.1297408723
